product_ID,product_price,label_ID,,
65e3654dfc13ae0e3fcd36da,$0.99,65e36c1efc13ae0ea2cd3f16,,
65e3654dfc13ae0e3fcd36dc,$0.99,65e36c1efc13ae0ea2cd3f16,,
65e3654dfc13ae0e3fcd36f2,$0.99,65e36c1efc13ae0ea2cd3f16,,
65e3654dfc13ae0e3fcd36e6,$0.99,65e36c1efc13ae0ea2cd3f17,,
65e3654dfc13ae0e3fcd36e4,$0.99,65e36c1efc13ae0ea2cd3f17,,
65e3654dfc13ae0e3fcd36ce,$0.99,65e36c1efc13ae0ea2cd3f18,,
65e3654dfc13ae0e3fcd36d0,$0.99,65e36c1efc13ae0ea2cd3f18,,
65e3654dfc13ae0e3fcd36d2,$0.99,65e36c1efc13ae0ea2cd3f18,,
65e3654dfc13ae0e3fcd36d4,$0.99,65e36c1efc13ae0ea2cd3f18,,
65e3654dfc13ae0e3fcd370e,$0.99,65e36c1efc13ae0ea2cd3f18,,
65e3654dfc13ae0e3fcd36ea,$0.99,65e36c1efc13ae0ea2cd3f19,,
65e3654dfc13ae0e3fcd36d6,$0.99,65e36c1efc13ae0ea2cd3f1a,,
65e3654dfc13ae0e3fcd36d8,$0.99,65e36c1efc13ae0ea2cd3f1a,,
65e3654dfc13ae0e3fcd36ec,$0.99,65e36c1efc13ae0ea2cd3f1a,,
65e3654dfc13ae0e3fcd36fe,$0.99,65e36c1efc13ae0ea2cd3f1a,,
65e3654dfc13ae0e3fcd36ca,$0.99,65e36c1efc13ae0ea2cd3f1b,,
65e3654dfc13ae0e3fcd36de,$0.99,65e36c1efc13ae0ea2cd3f1b,,
65e3654dfc13ae0e3fcd36c4,$0.99,65e36c1efc13ae0ea2cd3f1b,,
65e3654dfc13ae0e3fcd36c6,$0.99,65e36c1efc13ae0ea2cd3f1b,,
65e3654dfc13ae0e3fcd36c8,$0.99,65e36c1efc13ae0ea2cd3f1b,,
65e3654dfc13ae0e3fcd36cc,$0.99,65e36c1efc13ae0ea2cd3f1c,,
65e3654dfc13ae0e3fcd3706,$0.99,65e36c1efc13ae0ea2cd3f1c,,
65e3654dfc13ae0e3fcd36f6,$0.99,65e36c1efc13ae0ea2cd3f1d,,
65e3654dfc13ae0e3fcd36fc,$0.99,65e36c1efc13ae0ea2cd3f1e,,
65e3654dfc13ae0e3fcd36fa,$0.99,65e36c1efc13ae0ea2cd3f1e,,
65e3654dfc13ae0e3fcd36c0,$0.99,65e36c1efc13ae0ea2cd3f1f,,
65e3654dfc13ae0e3fcd36f8,$0.99,65e36c1efc13ae0ea2cd3f1f,,
65e3654dfc13ae0e3fcd3700,$0.99,65e36c1efc13ae0ea2cd3f20,,
65e3654dfc13ae0e3fcd36e2,$0.99,65e36c1efc13ae0ea2cd3f20,,
65e3654dfc13ae0e3fcd36e0,$0.99,65e36c1efc13ae0ea2cd3f21,,
65e3654dfc13ae0e3fcd36e8,$0.99,65e36c1efc13ae0ea2cd3f22,,
65e3654dfc13ae0e3fcd3702,$0.99,65e36c1efc13ae0ea2cd3f23,,
65e3654dfc13ae0e3fcd3704,$0.99,65e36c1efc13ae0ea2cd3f23,,
65e3654dfc13ae0e3fcd36ee,$0.99,65e36c1efc13ae0ea2cd3f24,,
65e3654dfc13ae0e3fcd370a,$0.99,65e36c1efc13ae0ea2cd3f24,,
65e3654dfc13ae0e3fcd370c,$0.99,65e36c1efc13ae0ea2cd3f25,,
65e3654dfc13ae0e3fcd36c2,$0.99,65e36c1efc13ae0ea2cd3f26,,
65e3654dfc13ae0e3fcd36f0,$0.99,65e36c1efc13ae0ea2cd3f27,,
65e3654dfc13ae0e3fcd3708,$0.99,65e36c1efc13ae0ea2cd3f28,,
65e3654dfc13ae0e3fcd36f4,$0.99,65e36c1efc13ae0ea2cd3f29,,
65e3686cfc13ae0f5ecd4252,$2.99,65e36c1efc13ae0ea2cd3f16,,
65e3686cfc13ae0f5ecd4245,$2.99,65e36c1efc13ae0ea2cd3f16,,
65e3686cfc13ae0f5ecd423f,$2.99,65e36c1efc13ae0ea2cd3f17,,
65e3686cfc13ae0f5ecd423e,$2.99,65e36c1efc13ae0ea2cd3f17,,
65e3686cfc13ae0f5ecd4239,$2.99,65e36c1efc13ae0ea2cd3f18,,
65e3686cfc13ae0f5ecd4251,$2.99,65e36c1efc13ae0ea2cd3f18,,
65e3686cfc13ae0f5ecd4241,$2.99,65e36c1efc13ae0ea2cd3f19,,
65e3686cfc13ae0f5ecd423a,$2.99,65e36c1efc13ae0ea2cd3f1a,,
65e3686cfc13ae0f5ecd4242,$2.99,65e36c1efc13ae0ea2cd3f1a,,
65e3686cfc13ae0f5ecd424a,$2.99,65e36c1efc13ae0ea2cd3f1a,,
65e3686cfc13ae0f5ecd4338,$2.99,65e36c1efc13ae0ea2cd3f1b,,
65e3686cfc13ae0f5ecd423b,$2.99,65e36c1efc13ae0ea2cd3f1b,,
65e3686cfc13ae0f5ecd4237,$2.99,65e36c1efc13ae0ea2cd3f1b,,
65e3686cfc13ae0f5ecd4238,$2.99,65e36c1efc13ae0ea2cd3f1c,,
65e3686cfc13ae0f5ecd424d,$2.99,65e36c1efc13ae0ea2cd3f1c,,
65e3686cfc13ae0f5ecd4247,$2.99,65e36c1efc13ae0ea2cd3f1d,,
65e3686cfc13ae0f5ecd4249,$2.99,65e36c1efc13ae0ea2cd3f1e,,
65e3686cfc13ae0f5ecd4248,$2.99,65e36c1efc13ae0ea2cd3f1e,,
65e3686cfc13ae0f5ecd4236,$2.99,65e36c1efc13ae0ea2cd3f1f,,
65e3686cfc13ae0f5ecd4347,$2.99,65e36c1efc13ae0ea2cd3f1f,,
65e3686cfc13ae0f5ecd424b,$2.99,65e36c1efc13ae0ea2cd3f20,,
65e3686cfc13ae0f5ecd423d,$2.99,65e36c1efc13ae0ea2cd3f20,,
65e3686cfc13ae0f5ecd423c,$2.99,65e36c1efc13ae0ea2cd3f21,,
65e3686cfc13ae0f5ecd4240,$2.99,65e36c1efc13ae0ea2cd3f22,,
65e3686cfc13ae0f5ecd424c,$2.99,65e36c1efc13ae0ea2cd3f23,,
65e3686cfc13ae0f5ecd4243,$2.99,65e36c1efc13ae0ea2cd3f24,,
65e3686cfc13ae0f5ecd424f,$2.99,65e36c1efc13ae0ea2cd3f24,,
65e3686cfc13ae0f5ecd4250,$2.99,65e36c1efc13ae0ea2cd3f25,,
65e3686cfc13ae0f5ecd4336,$2.99,65e36c1efc13ae0ea2cd3f26,,
65e3686cfc13ae0f5ecd4244,$2.99,65e36c1efc13ae0ea2cd3f27,,
65e3686cfc13ae0f5ecd424e,$2.99,65e36c1efc13ae0ea2cd3f28,,
65e3686cfc13ae0f5ecd4246,$2.99,65e36c1efc13ae0ea2cd3f29,,
